latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
46.14643,42.36225,339.99,0.41,0.37,2023-08-07,0949,N,VIIRS,l,2,311.6,3.77,D,0
46.15163,42.37145,347.6,0.41,0.37,2023-08-07,0949,N,VIIRS,n,2,312.18,8.82,D,0
46.15499,42.37022,338.45,0.41,0.37,2023-08-07,0949,N,VIIRS,l,2,312.03,5.23,D,0
46.14571,42.31797,339,0.41,0.37,2023-08-07,0949,N,VIIRS,l,2,312.75,3.32,D,0
46.14907,42.31674,339.23,0.41,0.37,2023-08-07,0949,N,VIIRS,l,2,311.62,3.32,D,0
46.12754,42.01562,336.89,0.42,0.37,2023-08-07,0949,N,VIIRS,n,2,305.42,1.36,D,0
46.16239,42.03969,331.61,0.42,0.37,2023-08-07,0949,N,VIIRS,l,2,305.99,1.05,D,0
46.21075,42.16814,347.98,0.41,0.37,2023-08-07,0949,N,VIIRS,n,2,313.15,7.89,D,0
46.21411,42.16689,340.74,0.41,0.37,2023-08-07,0949,N,VIIRS,l,2,311.64,4.82,D,0
46.21748,42.16564,340.09,0.41,0.37,2023-08-07,0949,N,VIIRS,l,2,311.41,4.82,D,0
46.19663,42.0099,338.14,0.42,0.37,2023-08-07,0949,N,VIIRS,l,2,308.61,2.54,D,0
46.20096,42.01392,336.78,0.42,0.37,2023-08-07,0949,N,VIIRS,l,2,307.43,5.2,D,0
46.20001,42.00862,337.52,0.42,0.37,2023-08-07,0949,N,VIIRS,l,2,307.67,3.24,D,0
45.9467,40.65642,335.35,0.46,0.39,2023-08-07,0949,N,VIIRS,l,2,308.64,8.3,D,0
46.11891,41.09324,340.86,0.44,0.38,2023-08-07,0949,N,VIIRS,n,2,309.58,4.92,D,0
46.12236,41.09188,338.65,0.44,0.38,2023-08-07,0949,N,VIIRS,l,2,310.64,4.92,D,0
46.1213,41.08629,349.31,0.44,0.38,2023-08-07,0949,N,VIIRS,n,2,312.26,9.66,D,0
46.33669,42.13564,334.15,0.41,0.37,2023-08-07,0949,N,VIIRS,l,2,307.66,2.25,D,0
46.27428,41.7899,349,0.42,0.38,2023-08-07,0949,N,VIIRS,n,2,311.06,8.25,D,0
46.27766,41.7886,339.37,0.42,0.38,2023-08-07,0949,N,VIIRS,l,2,312.42,35.92,D,0
46.33407,42.04081,336.28,0.42,0.37,2023-08-07,0949,N,VIIRS,l,2,310.21,2.3,D,0
46.33744,42.03954,349.47,0.42,0.37,2023-08-07,0949,N,VIIRS,n,2,313.01,8.59,D,0
46.38729,42.12543,339.32,0.41,0.37,2023-08-07,0949,N,VIIRS,l,2,311.53,2.1,D,0
46.38634,42.12017,332.63,0.41,0.37,2023-08-07,0949,N,VIIRS,l,2,307.17,2.1,D,0
46.2363,41.24832,347.01,0.44,0.38,2023-08-07,0949,N,VIIRS,n,2,313.62,11.44,D,0
46.23972,41.24694,367,0.44,0.38,2023-08-07,0949,N,VIIRS,h,2,311.74,11.44,D,0
46.23869,41.24144,367,0.44,0.38,2023-08-07,0949,N,VIIRS,h,2,312.97,11.44,D,0
46.38549,42.03587,335.35,0.41,0.37,2023-08-07,0949,N,VIIRS,l,2,309.52,5.54,D,0
46.24315,41.24557,339.95,0.44,0.38,2023-08-07,0949,N,VIIRS,n,2,307.29,3.38,D,0
46.24212,41.24006,340.56,0.44,0.38,2023-08-07,0949,N,VIIRS,n,2,309.65,3.38,D,0
46.24242,41.22216,341.15,0.44,0.38,2023-08-07,0949,N,VIIRS,n,2,310.92,6.75,D,0
46.24035,41.21114,347.59,0.44,0.38,2023-08-07,0949,N,VIIRS,n,2,311.18,6.49,D,0
46.2393,41.20561,341.5,0.44,0.38,2023-08-07,0949,N,VIIRS,n,2,314.1,6.49,D,0
46.24273,41.20421,367,0.44,0.38,2023-08-07,0949,N,VIIRS,h,2,310.18,9.6,D,0
46.24377,41.20974,344.32,0.44,0.38,2023-08-07,0949,N,VIIRS,n,2,307.5,9.6,D,0
46.24168,41.19868,340.39,0.44,0.38,2023-08-07,0949,N,VIIRS,n,2,310.92,6.69,D,0
46.24511,41.19729,346.67,0.44,0.38,2023-08-07,0949,N,VIIRS,n,2,309.5,6.69,D,0
46.252,41.19464,342.83,0.44,0.38,2023-08-07,0949,N,VIIRS,n,2,311.76,8.83,D,0
46.34821,41.63282,338.66,0.42,0.38,2023-08-07,0949,N,VIIRS,l,2,309.09,3.73,D,0
46.41828,41.45316,332.93,0.43,0.38,2023-08-07,0949,N,VIIRS,l,2,307.16,0.94,D,0
47.79629,33.92733,341.55,0.51,0.49,2023-08-07,0950,N,VIIRS,n,2,305.79,22.04,D,0
46.545,41.76082,341.51,0.42,0.38,2023-08-07,0950,N,VIIRS,n,2,309.82,5.1,D,0
46.54838,41.75953,346.67,0.42,0.38,2023-08-07,0950,N,VIIRS,n,2,309.08,5.1,D,0
46.35403,40.72757,340.95,0.45,0.39,2023-08-07,0950,N,VIIRS,n,2,309.09,3.48,D,0
46.55176,41.75824,344.72,0.42,0.38,2023-08-07,0950,N,VIIRS,n,2,309.98,12.49,D,0
46.55514,41.75695,347.35,0.42,0.38,2023-08-07,0950,N,VIIRS,n,2,309.96,12.49,D,0
46.55416,41.75158,339.95,0.42,0.38,2023-08-07,0950,N,VIIRS,n,2,309.76,6.12,D,0
46.38506,40.8496,338.53,0.44,0.39,2023-08-07,0950,N,VIIRS,l,2,309.26,3.53,D,0
46.55852,41.75565,335.33,0.42,0.38,2023-08-07,0950,N,VIIRS,l,2,307.98,5.61,D,0
46.55754,41.75029,339.64,0.42,0.38,2023-08-07,0950,N,VIIRS,l,2,309.8,6.3,D,0
46.41235,40.87527,342.77,0.44,0.39,2023-08-07,0950,N,VIIRS,n,2,310.88,6.65,D,0
46.48483,40.75309,343.52,0.45,0.39,2023-08-07,0950,N,VIIRS,n,2,312.53,17.99,D,0
46.4883,40.75169,341.51,0.45,0.39,2023-08-07,0950,N,VIIRS,n,2,307.66,3.29,D,0
46.49632,40.75453,337.16,0.45,0.39,2023-08-07,0950,N,VIIRS,l,2,309.39,7.58,D,0
46.54164,40.71801,357.23,0.45,0.39,2023-08-07,0950,N,VIIRS,n,2,317.95,26.05,D,0
46.5451,40.71661,343.44,0.45,0.39,2023-08-07,0950,N,VIIRS,n,2,309.78,26.05,D,0
46.54403,40.71091,336.7,0.45,0.39,2023-08-07,0950,N,VIIRS,n,2,304.91,26.05,D,0
46.55096,40.7081,367,0.45,0.39,2023-08-07,0950,N,VIIRS,h,2,312.35,19.83,D,0
46.54988,40.7024,334.85,0.45,0.39,2023-08-07,0950,N,VIIRS,n,2,306.83,1.88,D,0
46.55237,40.7053,356.51,0.45,0.39,2023-08-07,0950,N,VIIRS,n,2,306.99,10.11,D,0
46.55349,40.38195,337.45,0.46,0.39,2023-08-07,0950,N,VIIRS,l,2,310.89,3.72,D,0
46.70399,41.09237,342.77,0.43,0.38,2023-08-07,0950,N,VIIRS,n,2,310.86,3.39,D,0
46.63068,40.70442,334.96,0.45,0.39,2023-08-07,0950,N,VIIRS,l,2,306.73,5.28,D,0
45.16814,34.13478,334.45,0.59,0.53,2023-08-07,0950,N,VIIRS,l,2,305.07,3.7,D,0
45.17274,34.13232,330.39,0.59,0.53,2023-08-07,0950,N,VIIRS,l,2,304.13,3.7,D,0
45.16512,34.12984,341.18,0.59,0.53,2023-08-07,0950,N,VIIRS,n,2,304.48,5.36,D,0
45.17161,34.13454,330.52,0.59,0.53,2023-08-07,0950,N,VIIRS,l,2,304.96,5.36,D,0
46.63924,40.44641,339.56,0.45,0.39,2023-08-07,0950,N,VIIRS,l,2,312.45,6.81,D,0
46.64273,40.44498,342.27,0.45,0.39,2023-08-07,0950,N,VIIRS,n,2,310.87,12.63,D,0
46.64622,40.44356,342.63,0.45,0.39,2023-08-07,0950,N,VIIRS,n,2,306.24,12.63,D,0
46.64972,40.44214,343.09,0.45,0.39,2023-08-07,0950,N,VIIRS,n,2,304.63,10.9,D,0
45.42971,34.95193,331.41,0.53,0.5,2023-08-07,0950,N,VIIRS,l,2,306.26,4.02,D,0
46.69182,40.54301,347.18,0.45,0.39,2023-08-07,0950,N,VIIRS,n,2,310.96,7.6,D,0
46.6953,40.54161,342.41,0.45,0.39,2023-08-07,0950,N,VIIRS,n,2,309.99,7.6,D,0
46.83626,41.05074,335.53,0.43,0.38,2023-08-07,0950,N,VIIRS,l,2,308.08,3.87,D,0
46.83969,41.04937,336.01,0.43,0.38,2023-08-07,0950,N,VIIRS,n,2,309.32,4.67,D,0
46.84311,41.048,367,0.43,0.38,2023-08-07,0950,N,VIIRS,h,2,311.3,4.67,D,0
46.84415,41.05358,338.27,0.43,0.38,2023-08-07,0950,N,VIIRS,n,2,309.88,4.67,D,0
46.84352,41.05153,347.37,0.43,0.38,2023-08-07,0950,N,VIIRS,n,2,311.31,8.63,D,0
46.84246,41.04597,346.91,0.43,0.38,2023-08-07,0950,N,VIIRS,n,2,307.56,4.36,D,0
46.84694,41.05017,344.96,0.43,0.38,2023-08-07,0950,N,VIIRS,n,2,310.15,6.96,D,0
46.84589,41.04461,348.62,0.43,0.38,2023-08-07,0950,N,VIIRS,n,2,310.04,10.85,D,0
46.85036,41.04881,343.4,0.43,0.38,2023-08-07,0950,N,VIIRS,n,2,309.79,6.96,D,0
46.84931,41.04325,353.65,0.43,0.38,2023-08-07,0950,N,VIIRS,n,2,310.38,10.85,D,0
46.85379,41.04745,338.65,0.43,0.38,2023-08-07,0950,N,VIIRS,n,2,308.41,20.45,D,0
46.85274,41.04189,348.64,0.43,0.38,2023-08-07,0950,N,VIIRS,n,2,313.01,20.76,D,0
46.68142,39.06617,331.52,0.5,0.41,2023-08-07,0950,N,VIIRS,l,2,303.66,4.68,D,0
47.32182,41.3509,337.48,0.42,0.38,2023-08-07,0950,N,VIIRS,n,2,311.25,6.75,D,0
47.32083,41.34544,337.74,0.42,0.38,2023-08-07,0950,N,VIIRS,n,2,312.13,6.75,D,0
47.3252,41.34957,337.64,0.42,0.38,2023-08-07,0950,N,VIIRS,l,2,312.47,6.75,D,0
47.32421,41.34409,336.59,0.42,0.38,2023-08-07,0950,N,VIIRS,l,2,311.13,6.75,D,0
47.01237,39.55393,334.33,0.48,0.4,2023-08-07,0950,N,VIIRS,l,2,304.53,4.49,D,0
47.07031,39.70751,343.44,0.47,0.4,2023-08-07,0950,N,VIIRS,n,2,308.49,6.31,D,0
47.05772,39.56762,334.67,0.48,0.4,2023-08-07,0950,N,VIIRS,l,2,305.09,7.28,D,0
47.0565,39.56151,334.68,0.48,0.4,2023-08-07,0950,N,VIIRS,l,2,308.28,7.28,D,0
46.02211,34.45458,348,0.54,0.51,2023-08-07,0950,N,VIIRS,n,2,300.89,5.79,D,0
46.02042,34.44794,330.55,0.54,0.51,2023-08-07,0950,N,VIIRS,n,2,300.41,5.79,D,0
46.02486,34.44561,339.91,0.54,0.51,2023-08-07,0950,N,VIIRS,n,2,300.19,5.79,D,0
46.02316,34.43892,335.33,0.54,0.51,2023-08-07,0950,N,VIIRS,n,2,303.44,7.94,D,0
46.03099,34.44993,346.79,0.54,0.51,2023-08-07,0950,N,VIIRS,n,2,300.8,6.89,D,0
46.0293,34.44328,341.94,0.54,0.51,2023-08-07,0950,N,VIIRS,n,2,301.69,6.89,D,0
46.02419,34.42313,336.47,0.54,0.51,2023-08-07,0950,N,VIIRS,n,2,300.89,1.74,D,0
47.20906,39.59379,335.2,0.47,0.4,2023-08-07,0950,N,VIIRS,n,2,304.18,3.32,D,0
46.29264,34.98555,343.45,0.5,0.49,2023-08-07,0950,N,VIIRS,n,2,305.51,7.05,D,0
47.64436,41.24555,341.95,0.42,0.38,2023-08-07,0950,N,VIIRS,n,2,310.08,1.94,D,0
47.64774,41.24422,352,0.42,0.38,2023-08-07,0950,N,VIIRS,n,2,315.53,16.8,D,0
47.66513,41.22946,338.67,0.42,0.38,2023-08-07,0950,N,VIIRS,l,2,312.26,4.72,D,0
46.21964,34.53648,367,0.53,0.5,2023-08-07,0950,N,VIIRS,h,2,304.24,19.34,D,0
46.25663,34.64276,340.79,0.52,0.5,2023-08-07,0950,N,VIIRS,n,2,305.37,5.51,D,0
47.56934,40.48172,337.06,0.44,0.38,2023-08-07,0950,N,VIIRS,n,2,306.89,11.42,D,0
47.53485,40.22318,332.34,0.45,0.39,2023-08-07,0950,N,VIIRS,n,2,303.41,2.54,D,0
47.53832,40.22174,332.54,0.45,0.39,2023-08-07,0950,N,VIIRS,l,2,305.74,3.5,D,0
47.54179,40.22031,335.09,0.45,0.39,2023-08-07,0950,N,VIIRS,l,2,306.39,3.5,D,0
47.54417,40.21315,333.12,0.45,0.39,2023-08-07,0950,N,VIIRS,l,2,305.28,5.26,D,0
47.55,40.20451,346.81,0.45,0.39,2023-08-07,0950,N,VIIRS,n,2,306.13,19.76,D,0
46.84516,36.64494,335.46,0.41,0.45,2023-08-07,0950,N,VIIRS,n,2,302.59,3.12,D,0
46.32486,34.4667,367,0.53,0.5,2023-08-07,0950,N,VIIRS,h,2,306.83,13.08,D,0
46.32654,34.47327,337.23,0.53,0.5,2023-08-07,0950,N,VIIRS,n,2,306.09,5.84,D,0
47.52523,39.70306,338.41,0.46,0.39,2023-08-07,0950,N,VIIRS,n,2,304.32,3.58,D,0
45.375,30.92887,338.65,0.4,0.6,2023-08-07,0950,N,VIIRS,n,2,292.83,5.07,D,3
46.42933,34.68417,339.69,0.51,0.5,2023-08-07,0950,N,VIIRS,n,2,302.15,4.26,D,0
47.63589,39.85413,331.75,0.46,0.39,2023-08-07,0950,N,VIIRS,l,2,306.28,4.52,D,0
47.64056,39.8586,333.09,0.46,0.39,2023-08-07,0950,N,VIIRS,n,2,300.89,2.04,D,0
47.63939,39.85265,343.11,0.46,0.39,2023-08-07,0950,N,VIIRS,n,2,305.78,4.52,D,0
47.63821,39.84668,336.1,0.46,0.39,2023-08-07,0950,N,VIIRS,n,2,303.6,4.52,D,0
47.55121,39.31384,334.21,0.48,0.4,2023-08-07,0950,N,VIIRS,l,2,305.36,4.14,D,0
47.43886,38.61092,341.67,0.51,0.41,2023-08-07,0950,N,VIIRS,n,2,308.75,5.02,D,0
47.44386,38.6158,331.89,0.5,0.41,2023-08-07,0950,N,VIIRS,l,2,302.72,5.02,D,0
47.26661,37.77807,337.93,0.55,0.42,2023-08-07,0950,N,VIIRS,n,2,300.42,5.22,D,0
46.41991,34.05766,331.92,0.55,0.51,2023-08-07,0950,N,VIIRS,l,2,306.12,1.34,D,0
47.36599,38.08923,340.44,0.53,0.42,2023-08-07,0950,N,VIIRS,n,2,303.15,3.88,D,0
47.3667,38.08787,339.23,0.53,0.42,2023-08-07,0950,N,VIIRS,n,2,303.36,4.15,D,0
46.4208,34.05605,331.48,0.55,0.51,2023-08-07,0950,N,VIIRS,l,2,306.21,3.16,D,0
46.92612,36.04909,336.21,0.44,0.46,2023-08-07,0950,N,VIIRS,n,2,301.89,2.9,D,0
47.5472,38.67421,341.58,0.5,0.41,2023-08-07,0950,N,VIIRS,n,2,308.33,4.16,D,0
47.54585,38.66771,334.8,0.5,0.41,2023-08-07,0950,N,VIIRS,l,2,305.56,4.16,D,0
46.12172,32.71496,339.12,0.32,0.55,2023-08-07,0950,N,VIIRS,n,2,301.38,3.64,D,0
47.54948,38.66609,335.21,0.5,0.41,2023-08-07,0950,N,VIIRS,l,2,307.31,4.16,D,0
46.96429,36.01827,350.69,0.44,0.46,2023-08-07,0950,N,VIIRS,n,2,303.19,9.23,D,0
46.963,36.01279,346.87,0.44,0.46,2023-08-07,0950,N,VIIRS,n,2,304.41,9.23,D,0
47.13815,36.75135,343.53,0.4,0.44,2023-08-07,0950,N,VIIRS,n,2,303.72,2.15,D,0
46.9461,35.92173,352.43,0.44,0.46,2023-08-07,0950,N,VIIRS,n,2,307.35,5.55,D,0
46.94212,35.90484,330.08,0.44,0.46,2023-08-07,0950,N,VIIRS,l,2,303.86,1.63,D,0
46.94078,35.8992,334.95,0.44,0.46,2023-08-07,0950,N,VIIRS,n,2,303.02,1.63,D,0
46.9502,35.91971,332.42,0.44,0.46,2023-08-07,0950,N,VIIRS,l,2,304.14,5.55,D,0
47.21298,36.85323,330.93,0.4,0.44,2023-08-07,0950,N,VIIRS,l,2,304.28,2.47,D,0
47.21689,36.85136,333.46,0.4,0.44,2023-08-07,0950,N,VIIRS,l,2,303.96,2.47,D,0
47.22432,36.86485,367,0.4,0.44,2023-08-07,0950,N,VIIRS,h,2,307.9,15.24,D,0
47.22545,36.86984,333.73,0.4,0.44,2023-08-07,0950,N,VIIRS,n,2,303.7,15.24,D,0
47.22937,36.868,344.72,0.4,0.44,2023-08-07,0950,N,VIIRS,n,2,306.04,15.24,D,0
47.22823,36.86299,343.7,0.4,0.44,2023-08-07,0950,N,VIIRS,n,2,306.62,15.24,D,0
46.59584,34.21439,349.76,0.53,0.5,2023-08-07,0950,N,VIIRS,n,2,305.37,7.4,D,0
46.60197,34.21869,340.19,0.53,0.5,2023-08-07,0950,N,VIIRS,n,2,303.11,5.48,D,0
47.27504,36.93585,355.09,0.39,0.44,2023-08-07,0950,N,VIIRS,n,2,305.36,4.26,D,0
47.27391,36.93083,338.67,0.39,0.44,2023-08-07,0950,N,VIIRS,n,2,302.51,4.26,D,0
46.96388,35.56025,344.99,0.46,0.47,2023-08-07,0950,N,VIIRS,n,2,307.32,4.66,D,0
46.77398,34.74356,340.43,0.5,0.49,2023-08-07,0950,N,VIIRS,n,2,305.56,4.91,D,0
48.30214,41.94786,350.88,0.4,0.37,2023-08-07,0950,N,VIIRS,n,2,316.37,20.22,D,0
48.30544,41.94656,348.61,0.4,0.37,2023-08-07,0950,N,VIIRS,n,2,318.96,20.22,D,0
48.30784,41.93996,367,0.4,0.37,2023-08-07,0950,N,VIIRS,h,2,325.31,32.47,D,0
48.30875,41.94526,339.57,0.4,0.37,2023-08-07,0950,N,VIIRS,n,2,313.7,32.47,D,0
46.70212,34.33793,349.56,0.52,0.5,2023-08-07,0950,N,VIIRS,n,2,307.08,11.58,D,0
46.70047,34.33136,343.06,0.52,0.5,2023-08-07,0950,N,VIIRS,n,2,307.08,5.27,D,0
46.69881,34.32479,337.34,0.52,0.5,2023-08-07,0950,N,VIIRS,n,2,306.4,5.27,D,0
46.70074,34.33738,335.52,0.52,0.5,2023-08-07,0950,N,VIIRS,l,2,306.25,3.8,D,0
46.69906,34.33084,334.71,0.52,0.5,2023-08-07,0950,N,VIIRS,l,2,306.52,3.8,D,0
46.69738,34.32428,333.13,0.52,0.5,2023-08-07,0950,N,VIIRS,l,2,306.02,2.28,D,0
46.70513,34.33505,346.21,0.52,0.5,2023-08-07,0950,N,VIIRS,n,2,303.98,8.56,D,0
47.5581,37.82446,330.3,0.54,0.42,2023-08-07,0950,N,VIIRS,l,2,301.5,21.73,D,0
47.56184,37.8227,341.4,0.54,0.42,2023-08-07,0950,N,VIIRS,n,2,305.52,21.73,D,0
47.56559,37.82098,330.9,0.54,0.42,2023-08-07,0950,N,VIIRS,n,2,300,5.05,D,0
46.59437,33.69265,341.96,0.56,0.52,2023-08-07,0950,N,VIIRS,n,2,302.69,12.54,D,0
46.59254,33.68563,332.88,0.56,0.52,2023-08-07,0950,N,VIIRS,n,2,302.78,7.74,D,0
47.05257,35.49951,339.76,0.46,0.47,2023-08-07,0950,N,VIIRS,n,2,305.91,2.98,D,0
47.30484,36.38131,337.17,0.41,0.45,2023-08-07,0950,N,VIIRS,l,2,307.71,4.29,D,0
47.30882,36.37934,333.97,0.41,0.45,2023-08-07,0950,N,VIIRS,l,2,305.83,4.29,D,0
46.62285,33.56407,343.45,0.57,0.52,2023-08-07,0950,N,VIIRS,n,2,301.49,5.48,D,0
47.314,36.38267,332.81,0.41,0.45,2023-08-07,0950,N,VIIRS,l,2,304.66,3.51,D,0
47.31279,36.3774,330.68,0.41,0.45,2023-08-07,0950,N,VIIRS,l,2,303.82,3.51,D,0
47.31586,36.38069,343.8,0.41,0.45,2023-08-07,0950,N,VIIRS,n,2,300.45,6.31,D,0
46.62359,33.5651,334.97,0.57,0.52,2023-08-07,0950,N,VIIRS,n,2,301.95,5.39,D,0
46.62171,33.55801,340.21,0.57,0.52,2023-08-07,0950,N,VIIRS,n,2,300.48,5.39,D,0
46.48495,32.82987,367,0.62,0.54,2023-08-07,0950,N,VIIRS,h,2,302.72,13.96,D,0
47.06776,35.09439,337.2,0.47,0.48,2023-08-07,0950,N,VIIRS,n,2,304.03,9.23,D,0
47.0663,35.0884,333.76,0.47,0.48,2023-08-07,0950,N,VIIRS,n,2,303.3,4.15,D,0
46.48962,32.82721,346.44,0.62,0.54,2023-08-07,0950,N,VIIRS,n,2,302.38,13.96,D,0
47.67934,37.48265,332.07,0.55,0.43,2023-08-07,0950,N,VIIRS,l,2,302.82,8.24,D,0
48.1394,39.68734,338.56,0.45,0.39,2023-08-07,0950,N,VIIRS,n,2,303.38,3.09,D,0
47.67849,37.48217,333.94,0.55,0.43,2023-08-07,0950,N,VIIRS,n,2,303.12,5.84,D,0
47.09971,34.93919,331.6,0.48,0.48,2023-08-07,0950,N,VIIRS,l,2,303.23,4.37,D,0
46.59746,32.92377,332.24,0.61,0.53,2023-08-07,0950,N,VIIRS,n,2,298.89,4.62,D,0
45.63395,29.57873,353.77,0.45,0.63,2023-08-07,0950,N,VIIRS,n,2,300.3,8.12,D,0
46.61546,32.93102,330.54,0.6,0.53,2023-08-07,0950,N,VIIRS,n,2,298.93,4.23,D,0
48.30293,40.20438,336.14,0.44,0.38,2023-08-07,0950,N,VIIRS,n,2,306.22,2.49,D,0
47.2188,35.13459,337.29,0.47,0.48,2023-08-07,0950,N,VIIRS,n,2,300.44,4.52,D,0
47.21736,35.12864,348.57,0.47,0.48,2023-08-07,0950,N,VIIRS,n,2,302.4,4.52,D,0
45.66283,29.46227,330.34,0.46,0.63,2023-08-07,0950,N,VIIRS,n,2,298.86,3.97,D,0
47.01234,34.25875,331.54,0.52,0.5,2023-08-07,0950,N,VIIRS,l,2,305.3,4.01,D,0
47.0107,34.25224,337.61,0.52,0.5,2023-08-07,0950,N,VIIRS,n,2,302.49,4.01,D,0
45.56511,29.0614,335.04,0.48,0.65,2023-08-07,0950,N,VIIRS,n,2,298.4,5.58,D,0
45.66145,29.46011,336.86,0.46,0.63,2023-08-07,0950,N,VIIRS,n,2,298.87,5.15,D,0
45.56182,29.06077,339.81,0.48,0.65,2023-08-07,0950,N,VIIRS,n,2,298.38,6.86,D,0
46.70852,32.93022,330.17,0.6,0.53,2023-08-07,0950,N,VIIRS,l,2,300.8,6.22,D,0
46.75584,33.00733,342.26,0.59,0.53,2023-08-07,0950,N,VIIRS,n,2,300.83,9.84,D,0
47.10527,34.33244,331.08,0.51,0.49,2023-08-07,0950,N,VIIRS,l,2,304.29,3.62,D,0
47.36871,35.26669,339.89,0.46,0.47,2023-08-07,0950,N,VIIRS,n,2,302.79,4.98,D,0
46.82408,33.10507,348.37,0.59,0.53,2023-08-07,0950,N,VIIRS,n,2,301.09,9.76,D,0
47.75368,36.81558,334.8,0.39,0.44,2023-08-07,0950,N,VIIRS,n,2,298.52,3.22,D,0
47.31319,34.90528,344.57,0.48,0.48,2023-08-07,0950,N,VIIRS,n,2,304.24,8.21,D,0
47.31169,34.89922,346.23,0.48,0.48,2023-08-07,0950,N,VIIRS,n,2,305.29,8.21,D,0
47.31018,34.89317,353.73,0.48,0.48,2023-08-07,0950,N,VIIRS,n,2,306.1,10.48,D,0
47.3144,34.89097,340.47,0.48,0.48,2023-08-07,0950,N,VIIRS,n,2,305.34,10.48,D,0
47.29855,34.69208,342.89,0.49,0.48,2023-08-07,0950,N,VIIRS,n,2,304.46,4.09,D,0
47.29702,34.68592,338.01,0.49,0.48,2023-08-07,0950,N,VIIRS,n,2,305.06,4.09,D,0
46.89912,33.13826,351.57,0.58,0.52,2023-08-07,0950,N,VIIRS,n,2,300.47,17.08,D,0
46.89717,33.13096,355.45,0.58,0.52,2023-08-07,0950,N,VIIRS,n,2,305.34,17.08,D,0
46.89523,33.12364,343.26,0.58,0.52,2023-08-07,0950,N,VIIRS,n,2,301,9.96,D,0
47.3028,34.68983,338.27,0.49,0.48,2023-08-07,0950,N,VIIRS,n,2,302.68,4.09,D,0
47.30127,34.68365,337.38,0.49,0.48,2023-08-07,0950,N,VIIRS,n,2,302.36,4.09,D,0
46.90174,33.12838,332.89,0.58,0.52,2023-08-07,0950,N,VIIRS,n,2,301.95,17.08,D,0
46.52907,31.74609,367,0.34,0.56,2023-08-07,0950,N,VIIRS,h,2,298.55,12.17,D,0
47.58363,35.83298,342.15,0.43,0.46,2023-08-07,0950,N,VIIRS,n,2,298.87,3.36,D,0
46.98033,33.40637,341.8,0.56,0.52,2023-08-07,0950,N,VIIRS,n,2,302.62,5.32,D,0
46.52787,31.74184,351.53,0.34,0.56,2023-08-07,0950,N,VIIRS,n,2,299.03,7.7,D,0
47.3488,34.81796,332.69,0.48,0.48,2023-08-07,0950,N,VIIRS,n,2,301.57,8.63,D,0
47.34731,34.81186,351.79,0.48,0.48,2023-08-07,0950,N,VIIRS,n,2,304.67,8.63,D,0
47.34581,34.80577,343.15,0.48,0.48,2023-08-07,0950,N,VIIRS,n,2,304.53,5.82,D,0
46.77542,32.55805,338.53,0.62,0.54,2023-08-07,0950,N,VIIRS,n,2,300.85,7.94,D,0
47.58055,35.70436,355.48,0.43,0.46,2023-08-07,0950,N,VIIRS,n,2,306.03,8.65,D,0
47.84262,36.81053,343.54,0.39,0.44,2023-08-07,0950,N,VIIRS,n,2,302.31,9.7,D,0
47.84153,36.80566,335.34,0.39,0.44,2023-08-07,0950,N,VIIRS,n,2,301.95,7.69,D,0
48.14146,38.15839,342.8,0.51,0.41,2023-08-07,0950,N,VIIRS,n,2,302.58,5.9,D,0
47.6782,36.04658,339.98,0.42,0.45,2023-08-07,0950,N,VIIRS,n,2,305.13,5.58,D,0
47.53974,35.4151,332.34,0.45,0.47,2023-08-07,0950,N,VIIRS,n,2,300.95,2.62,D,0
47.53774,35.41584,333.7,0.45,0.47,2023-08-07,0950,N,VIIRS,n,2,300.55,1.37,D,0
47.09959,33.66081,332.58,0.54,0.51,2023-08-07,0950,N,VIIRS,l,2,304.65,9.39,D,0
47.23024,34.08703,330.43,0.52,0.5,2023-08-07,0950,N,VIIRS,l,2,304.49,4.69,D,0
47.59388,35.53416,337.26,0.44,0.46,2023-08-07,0950,N,VIIRS,n,2,299.88,3.74,D,0
47.9625,37.07355,337.41,0.56,0.43,2023-08-07,0950,N,VIIRS,n,2,300.52,5.79,D,0
47.9609,37.06636,337.05,0.56,0.43,2023-08-07,0950,N,VIIRS,n,2,302.24,6.76,D,0
47.86674,36.49419,350.27,0.4,0.44,2023-08-07,0950,N,VIIRS,n,2,303.26,5.06,D,0
45.63556,28.26861,367,0.52,0.67,2023-08-07,0950,N,VIIRS,h,2,298.65,12.28,D,0
47.88626,36.48449,333.43,0.4,0.44,2023-08-07,0950,N,VIIRS,n,2,300.78,4.09,D,0
45.63367,28.26728,348.11,0.52,0.67,2023-08-07,0950,N,VIIRS,n,2,298.24,6.57,D,0
45.63921,28.26315,344.98,0.52,0.67,2023-08-07,0950,N,VIIRS,n,2,296.84,6.24,D,0
48.45923,38.77436,332.98,0.48,0.4,2023-08-07,0950,N,VIIRS,n,2,303.9,3.28,D,2
48.06385,36.83592,348.96,0.57,0.43,2023-08-07,0950,N,VIIRS,n,2,303.96,17.83,D,0
48.06222,36.82854,342.3,0.57,0.43,2023-08-07,0950,N,VIIRS,n,2,300.95,11.91,D,0
47.59124,34.65685,339.02,0.48,0.48,2023-08-07,0950,N,VIIRS,n,2,302.47,5.47,D,0
